ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
573,United States,NATO; NORTHAM,,State institutions / political system,Civil service / administration
574,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
575,Turkey,ASIA; NATO; MEA,,State institutions / political system,Legislative
575,Turkey,ASIA; NATO; MEA,,State institutions / political system,Political parties
576,Turkey,ASIA; NATO; MEA,Central Bank (Turkey) ,State institutions / political system,Government / ministries
576,Turkey,ASIA; NATO; MEA,Central Bank (Turkey) ,Critical infrastructure,Finance
576,Turkey,ASIA; NATO; MEA,Central Bank (Turkey) ,State institutions / political system,"Other (e.g., embassies)"
576,Turkey,ASIA; NATO; MEA,Ministry of Family and Social Policy (Turkey) ,State institutions / political system,Government / ministries
577,United States,NATO; NORTHAM,,State institutions / political system,Police
578,Brazil,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,Canada,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,Finland,EUROPE; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,France,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,India,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,Japan,ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,Sweden,EUROPE; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
578,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
579,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
580,Romania,EUROPE; BALKANS; NATO; EU,,State institutions / political system,Government / ministries
580,"Iran, Islamic Republic of",ASIA; MENA; MEA,,State institutions / political system,Government / ministries
580,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
581,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
581,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
581,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
581,United States,NATO; NORTHAM,,Science,
581,Western Europe,,,State institutions / political system,Government / ministries
581,Western Europe,,,Critical infrastructure,Defence industry
581,Western Europe,,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
581,Western Europe,,,Science,
581,South China Sea (region),,,State institutions / political system,Government / ministries
581,South China Sea (region),,,Critical infrastructure,Defence industry
581,South China Sea (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
581,South China Sea (region),,,Science,
582,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Intelligence agencies
583,Central Asia (region),,,State institutions / political system,Government / ministries
584,Switzerland,EUROPE; WESTEU,,Critical infrastructure,Defence industry
585,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,
585,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
585,Russia,EUROPE; EASTEU; CSTO; SCO,,Other,
586,Ukraine,EUROPE; EASTEU,,State institutions / political system,Military
587,Ecuador,,,State institutions / political system,Government / ministries
587,Ecuador,,,State institutions / political system,Military
587,Ecuador,,,State institutions / political system,Intelligence agencies
587,Ecuador,,,State institutions / political system,
587,Ecuador,,,Critical infrastructure,Energy
587,Ecuador,,,Critical infrastructure,Chemicals
587,Ecuador,,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,Venezuela,SOUTHAM,,State institutions / political system,Government / ministries
587,Venezuela,SOUTHAM,,State institutions / political system,Military
587,Venezuela,SOUTHAM,,State institutions / political system,Intelligence agencies
587,Venezuela,SOUTHAM,,State institutions / political system,
587,Venezuela,SOUTHAM,,Critical infrastructure,Energy
587,Venezuela,SOUTHAM,,Critical infrastructure,Chemicals
587,Venezuela,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,Peru,SOUTHAM,,State institutions / political system,Government / ministries
587,Peru,SOUTHAM,,State institutions / political system,Military
587,Peru,SOUTHAM,,State institutions / political system,Intelligence agencies
587,Peru,SOUTHAM,,State institutions / political system,
587,Peru,SOUTHAM,,Critical infrastructure,Energy
587,Peru,SOUTHAM,,Critical infrastructure,Chemicals
587,Peru,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,Argentina,SOUTHAM,,State institutions / political system,Government / ministries
587,Argentina,SOUTHAM,,State institutions / political system,Military
587,Argentina,SOUTHAM,,State institutions / political system,Intelligence agencies
587,Argentina,SOUTHAM,,State institutions / political system,
587,Argentina,SOUTHAM,,Critical infrastructure,Energy
587,Argentina,SOUTHAM,,Critical infrastructure,Chemicals
587,Argentina,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,Colombia,SOUTHAM,,State institutions / political system,Government / ministries
587,Colombia,SOUTHAM,,State institutions / political system,Military
587,Colombia,SOUTHAM,,State institutions / political system,Intelligence agencies
587,Colombia,SOUTHAM,,State institutions / political system,
587,Colombia,SOUTHAM,,Critical infrastructure,Energy
587,Colombia,SOUTHAM,,Critical infrastructure,Chemicals
587,Colombia,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
587,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Military
587,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Intelligence agencies
587,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,
587,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Energy
587,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Chemicals
587,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
587,United States,NATO; NORTHAM,,State institutions / political system,Military
587,United States,NATO; NORTHAM,,State institutions / political system,Intelligence agencies
587,United States,NATO; NORTHAM,,State institutions / political system,
587,United States,NATO; NORTHAM,,Critical infrastructure,Energy
587,United States,NATO; NORTHAM,,Critical infrastructure,Chemicals
587,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,Bolivia,SOUTHAM,,State institutions / political system,Government / ministries
587,Bolivia,SOUTHAM,,State institutions / political system,Military
587,Bolivia,SOUTHAM,,State institutions / political system,Intelligence agencies
587,Bolivia,SOUTHAM,,State institutions / political system,
587,Bolivia,SOUTHAM,,Critical infrastructure,Energy
587,Bolivia,SOUTHAM,,Critical infrastructure,Chemicals
587,Bolivia,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Government / ministries
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Military
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Intelligence agencies
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Energy
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Chemicals
587,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
587,Canada,NATO; NORTHAM,,State institutions / political system,Government / ministries
587,Canada,NATO; NORTHAM,,State institutions / political system,Military
587,Canada,NATO; NORTHAM,,State institutions / political system,Intelligence agencies
587,Canada,NATO; NORTHAM,,State institutions / political system,
587,Canada,NATO; NORTHAM,,Critical infrastructure,Energy
587,Canada,NATO; NORTHAM,,Critical infrastructure,Chemicals
587,Canada,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
588,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
589,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
589,China,ASIA; SCS; EASIA; NEA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
589,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
589,Philippines,ASIA; SCS; SEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
